Startup name,Region,Industry,Funding Rounds,Funding Amount (M USD),Valuation (M USD),Revenue (M USD),Employees,Market Share (%),Profitable,Exit Status,years
Startup_5646,Europe,SaaS,1,9.56,123.16,6.04,485,49.64,1,Operating,14
Startup_5647,USA,Edtech,2,53.86,57.32,8.8,47,4.92,0,IPO,14
Startup_5648,Asia,Fintech,5,12.94,238.03,7.28,391,7.51,0,IPO,6
Startup_5649,USA,AI,4,2.99,59.3,1.04,183,34.46,0,Operating,5
Startup_5650,South America,Biotech,5,4.3,6.63,15.51,51,15.78,1,Operating,1
Startup_5651,South America,E-commerce,4,1.99,28.38,28.31,62,19.54,1,Operating,10
Startup_5652,Asia,SaaS,2,6.25,2.19,6.75,238,6.78,1,Operating,9
Startup_5653,Europe,AI,3,7.27,20.89,0.64,476,16.04,1,Operating,2
Startup_5654,Asia,E-commerce,4,8.13,76.92,3.9,135,21.19,1,Operating,0
Startup_5655,South America,E-commerce,1,36.18,40.55,1.31,75,27.78,1,Operating,2
Startup_5656,Asia,Healthtech,3,29.0,30.71,39.33,337,32.81,1,Operating,6
Startup_5657,USA,Healthtech,2,13.71,94.14,1.47,259,19.74,0,Operating,11
Startup_5658,Asia,Biotech,0,11.75,9.75,0.84,317,10.24,1,Operating,9
Startup_5659,Europe,AI,1,9.5,38.68,7.38,28,17.42,0,Acquired,0
Startup_5660,USA,Biotech,3,0.27,52.12,0.67,106,20.37,0,Operating,7
Startup_5661,Africa,AI,3,50.45,130.03,10.05,482,29.03,1,Closed,6
Startup_5662,South America,Edtech,3,6.89,8.94,20.33,329,15.5,1,Operating,2
Startup_5663,South America,Fintech,2,36.89,61.33,2.88,155,5.45,0,Operating,4
Startup_5664,Asia,Fintech,9,27.01,2.35,26.19,365,8.49,1,Acquired,6
Startup_5665,USA,AI,4,2.43,41.88,10.39,176,37.15,0,Operating,2
Startup_5666,Africa,Healthtech,2,7.52,51.78,1.77,314,22.69,0,IPO,6
Startup_5667,USA,SaaS,2,13.26,91.6,10.34,415,27.38,1,Operating,5
Startup_5668,South America,Biotech,6,6.08,19.57,0.76,195,16.73,1,IPO,12
Startup_5669,USA,Edtech,5,10.29,59.65,4.3,127,20.37,1,IPO,13
Startup_5670,Africa,Fintech,4,6.64,4.86,0.16,278,11.89,1,Operating,1
Startup_5671,Asia,AI,3,20.2,12.59,5.83,259,6.52,1,Operating,11
Startup_5672,Europe,Healthtech,3,8.95,74.25,17.84,172,7.88,0,Acquired,11
Startup_5673,USA,Healthtech,1,8.5,111.58,11.95,88,27.66,0,IPO,1
Startup_5674,Europe,Healthtech,3,6.34,0.82,2.22,330,2.45,1,Acquired,6
Startup_5675,South America,Biotech,3,32.34,9.1,2.02,226,4.93,1,Operating,8
Startup_5676,Asia,SaaS,4,20.77,11.8,12.18,246,5.25,1,Acquired,9
Startup_5677,Asia,E-commerce,3,25.53,36.63,10.97,129,28.98,0,Operating,3
Startup_5678,USA,Biotech,6,10.01,8.37,1.53,74,11.92,0,Closed,3
Startup_5679,Asia,SaaS,4,36.59,186.62,11.15,374,10.16,0,Operating,4
Startup_5680,USA,Healthtech,4,10.77,24.54,15.18,277,10.61,1,Operating,1
Startup_5681,USA,AI,5,3.88,7.71,14.54,495,26.66,1,Operating,12
Startup_5682,Europe,Edtech,1,14.29,74.41,5.2,185,29.47,0,Acquired,7
Startup_5683,Asia,SaaS,5,11.77,41.26,16.83,424,23.26,0,Operating,7
Startup_5684,USA,AI,1,1.92,122.73,4.94,452,17.75,0,Operating,4
Startup_5685,Europe,Biotech,5,21.73,137.13,10.38,127,12.81,1,Operating,10
Startup_5686,Africa,Biotech,3,33.43,96.86,14.28,257,20.56,0,Closed,3
Startup_5687,Europe,Healthtech,0,8.81,41.54,14.08,211,20.16,0,Operating,1
Startup_5688,Europe,Edtech,2,28.48,12.59,4.26,312,6.39,1,Operating,5
Startup_5689,USA,Fintech,2,17.63,27.98,8.46,341,43.04,1,Operating,13
Startup_5690,South America,Fintech,1,6.38,32.94,9.52,29,18.92,1,Closed,1
Startup_5691,South America,Biotech,1,8.43,185.5,2.68,48,3.03,1,IPO,5
Startup_5692,South America,AI,3,58.42,14.56,0.08,482,20.67,0,Operating,7
Startup_5693,Europe,Edtech,4,4.86,28.52,1.05,495,34.44,0,IPO,14
Startup_5694,USA,AI,1,3.3,41.32,0.35,44,19.58,1,IPO,12
Startup_5695,Asia,Edtech,2,1.57,24.81,3.55,213,24.89,0,Operating,9
Startup_5696,Europe,Edtech,1,41.68,6.43,3.94,457,16.65,1,Closed,12
Startup_5697,Europe,Biotech,2,22.3,110.56,20.1,383,13.11,1,IPO,13
Startup_5698,USA,AI,4,2.48,80.78,1.33,48,5.29,0,IPO,2
Startup_5699,Africa,Biotech,0,29.02,14.82,2.05,436,19.94,1,Acquired,4
Startup_5700,Europe,Edtech,3,19.85,29.66,9.68,445,15.93,0,IPO,5
Startup_5701,Africa,SaaS,4,85.68,66.45,6.33,117,36.92,1,Acquired,2
Startup_5702,Africa,Healthtech,2,14.32,181.66,49.99,302,4.36,1,Closed,11
Startup_5703,South America,Edtech,4,14.53,9.17,14.35,494,9.09,0,Acquired,2
Startup_5704,USA,SaaS,3,5.73,50.8,3.15,167,1.75,1,Operating,0
Startup_5705,Africa,Edtech,1,4.24,85.06,12.78,143,12.38,0,Operating,6
Startup_5706,USA,SaaS,1,26.45,1.31,2.59,288,1.59,1,Operating,14
Startup_5707,South America,AI,2,9.33,83.3,11.44,176,14.44,1,Operating,1
Startup_5708,USA,Fintech,2,25.77,78.01,0.37,24,9.97,0,Operating,4
Startup_5709,Europe,E-commerce,3,29.78,128.51,2.23,132,14.69,1,Operating,12
Startup_5710,Africa,Edtech,2,46.72,4.41,1.08,390,20.94,0,IPO,4
Startup_5711,USA,E-commerce,3,11.15,6.64,5.6,109,28.03,1,IPO,2
Startup_5712,Asia,Edtech,7,2.02,36.56,8.06,37,3.78,0,Operating,8
Startup_5713,USA,AI,5,0.44,102.64,3.0,168,15.27,1,IPO,3
Startup_5714,Africa,AI,2,6.9,103.78,38.4,398,3.46,1,Operating,14
Startup_5715,South America,SaaS,3,53.91,60.21,5.29,448,13.66,0,Operating,5
Startup_5716,South America,Edtech,6,27.55,29.78,8.25,177,10.79,1,Operating,5
Startup_5717,Africa,AI,5,16.38,13.14,6.23,87,15.66,0,Operating,3
Startup_5718,Europe,AI,5,5.48,32.19,19.89,318,17.61,1,Closed,7
Startup_5719,Europe,Edtech,2,24.95,12.24,4.63,413,0.81,1,Operating,3
Startup_5720,South America,SaaS,1,27.01,74.14,28.66,385,13.14,1,Operating,3
Startup_5721,South America,SaaS,4,5.24,27.37,16.35,351,28.65,1,Operating,12
Startup_5722,Africa,SaaS,1,24.63,38.76,0.79,39,2.44,1,Acquired,3
Startup_5723,Europe,SaaS,6,2.56,57.12,21.48,91,17.85,1,Operating,11
Startup_5724,South America,Fintech,1,2.14,37.37,2.0,239,1.77,0,Operating,9
Startup_5725,Europe,Edtech,1,1.14,70.39,0.61,38,3.16,0,Operating,8
Startup_5726,South America,Biotech,3,33.24,77.1,2.51,140,6.71,0,Operating,11
Startup_5727,USA,Fintech,2,6.31,13.9,0.89,198,15.53,1,IPO,5
Startup_5728,Asia,AI,4,18.54,17.7,9.73,446,34.51,1,Operating,5
Startup_5729,USA,Fintech,4,3.12,3.06,5.93,93,24.03,1,Operating,0
Startup_5730,South America,Biotech,3,11.68,4.67,6.44,397,21.52,0,Acquired,2
Startup_5731,Asia,Biotech,2,0.56,88.44,9.59,221,24.63,0,Operating,9
Startup_5732,Asia,Biotech,2,39.32,12.04,6.9,49,7.43,0,IPO,8
Startup_5733,South America,SaaS,6,15.52,89.99,47.8,353,19.04,1,Operating,11
Startup_5734,South America,AI,3,44.24,213.0,9.77,282,5.31,1,Operating,12
Startup_5735,Europe,Fintech,8,12.61,13.91,8.82,251,20.33,0,IPO,9
Startup_5736,South America,Fintech,0,7.61,30.84,5.35,146,0.94,1,Operating,3
Startup_5737,Africa,Edtech,1,10.24,38.51,5.91,184,19.4,0,Acquired,2
Startup_5738,South America,Fintech,5,5.59,143.08,45.56,116,14.32,0,Operating,5
Startup_5739,Africa,AI,4,43.35,9.84,0.06,239,29.39,1,Closed,7
Startup_5740,South America,SaaS,5,7.01,90.39,1.69,52,5.49,0,Operating,9
Startup_5741,Europe,Edtech,3,6.91,158.25,4.2,335,6.54,0,IPO,2
Startup_5742,Africa,Fintech,2,19.97,40.42,23.48,246,12.34,0,Operating,13
Startup_5743,USA,Edtech,9,2.62,8.27,27.79,247,2.29,0,Operating,0
Startup_5744,Africa,E-commerce,3,4.95,20.31,0.59,183,4.83,1,Operating,9
Startup_5745,Europe,Edtech,4,11.24,159.82,1.53,145,22.22,0,Operating,3
Startup_5746,Africa,Biotech,4,4.03,9.21,21.39,293,2.5,1,Operating,0
Startup_5747,South America,SaaS,6,5.95,33.44,3.18,391,11.56,0,IPO,5
Startup_5748,South America,Biotech,5,24.07,10.53,5.13,243,17.62,0,Operating,11
Startup_5749,Europe,E-commerce,5,6.57,117.24,0.05,184,31.12,0,Operating,3
Startup_5750,Asia,Biotech,6,20.28,44.63,6.76,296,11.75,1,Operating,13
Startup_5751,South America,E-commerce,2,13.64,128.42,20.05,55,17.02,0,Operating,3
Startup_5752,USA,Edtech,2,29.19,146.1,4.53,180,22.89,0,Operating,6
Startup_5753,Europe,AI,3,27.78,33.57,21.28,174,5.33,1,IPO,13
Startup_5754,Africa,SaaS,5,4.4,138.31,4.26,420,19.19,0,Operating,10
Startup_5755,Africa,AI,4,57.38,0.04,10.73,488,17.82,0,Closed,6
Startup_5756,USA,SaaS,3,32.41,10.67,3.48,431,7.88,0,Acquired,4
Startup_5757,South America,SaaS,5,15.21,66.21,7.23,488,25.07,1,Acquired,5
Startup_5758,Europe,Biotech,1,16.41,37.38,17.62,231,16.33,0,IPO,11
Startup_5759,USA,Biotech,3,35.3,235.26,18.87,9,32.59,0,IPO,11
Startup_5760,South America,AI,1,13.24,76.69,0.8,400,38.91,1,Closed,2
Startup_5761,Europe,Healthtech,3,13.02,54.55,26.49,471,35.56,0,Operating,8
Startup_5762,Africa,E-commerce,2,19.9,121.62,7.38,451,18.34,0,IPO,3
Startup_5763,Europe,Biotech,1,1.85,20.56,2.47,236,45.46,0,Closed,7
Startup_5764,Asia,Biotech,2,17.45,9.17,17.8,257,7.1,0,Acquired,14
Startup_5765,Europe,Biotech,9,5.07,39.6,10.08,287,12.08,1,Operating,0
Startup_5766,Asia,Edtech,1,2.48,13.62,7.09,167,8.42,0,Operating,14
Startup_5767,Europe,AI,4,33.79,13.22,16.7,388,4.94,1,Operating,2
Startup_5768,Asia,AI,1,9.62,18.29,2.28,78,7.06,1,Operating,6
Startup_5769,Africa,Biotech,1,13.98,56.22,8.7,375,33.85,0,Operating,2
Startup_5770,South America,Edtech,4,6.95,1.19,32.65,32,24.08,0,IPO,9
Startup_5771,Asia,Biotech,3,0.63,94.85,10.14,357,20.04,0,Closed,1
Startup_5772,Asia,E-commerce,4,11.68,47.34,9.13,435,34.74,0,Closed,12
Startup_5773,Africa,Edtech,3,27.75,18.15,0.3,435,27.37,0,Acquired,9
Startup_5774,Asia,Biotech,1,28.4,6.0,2.02,431,21.63,1,Operating,9
Startup_5775,USA,SaaS,3,51.03,78.04,9.47,296,27.88,1,IPO,8
Startup_5776,Africa,Healthtech,3,36.7,28.67,12.13,103,6.7,0,Operating,6
Startup_5777,USA,SaaS,2,80.72,28.57,23.01,373,5.88,0,Acquired,9
Startup_5778,Africa,Healthtech,3,16.96,31.77,20.51,21,22.66,1,Operating,12
Startup_5779,Asia,Edtech,1,1.05,26.72,4.46,379,38.96,0,Acquired,9
Startup_5780,USA,SaaS,7,39.81,36.0,11.71,207,15.08,1,Operating,4
Startup_5781,Asia,E-commerce,2,60.75,49.8,6.23,168,8.72,0,Operating,13
Startup_5782,Africa,SaaS,4,12.48,28.19,6.48,41,12.93,0,Operating,4
Startup_5783,Asia,AI,2,2.42,180.23,29.07,150,26.4,0,Acquired,11
Startup_5784,USA,Healthtech,2,0.5,25.34,13.2,291,26.39,0,Operating,7
Startup_5785,USA,Healthtech,5,19.01,12.07,34.47,487,10.93,1,Acquired,13
Startup_5786,Asia,Biotech,4,22.03,195.87,14.91,160,14.34,0,Closed,12
Startup_5787,Europe,E-commerce,1,0.33,17.56,12.93,69,18.04,1,Closed,8
Startup_5788,Africa,Healthtech,1,59.62,48.49,5.58,163,7.42,0,Acquired,11
Startup_5789,Africa,Healthtech,3,15.63,88.19,1.13,120,14.5,1,Operating,6
Startup_5790,Asia,Biotech,5,18.95,0.2,9.95,415,14.55,1,Operating,2
Startup_5791,Europe,E-commerce,2,16.61,16.62,6.32,44,6.02,0,Operating,8
Startup_5792,USA,SaaS,5,7.62,37.94,8.93,144,1.21,0,IPO,8
Startup_5793,South America,Edtech,2,46.17,30.43,3.32,464,22.97,0,IPO,4
Startup_5794,South America,SaaS,3,0.08,3.78,2.18,351,19.16,0,Closed,5
Startup_5795,Asia,AI,2,27.5,29.62,3.08,287,4.05,1,Operating,4
Startup_5796,Europe,AI,6,8.95,5.6,10.72,193,3.25,0,Operating,10
Startup_5797,Europe,Healthtech,3,4.22,14.38,30.57,375,18.73,1,Operating,5
Startup_5798,Africa,AI,3,11.46,69.07,48.19,114,21.51,1,Acquired,5
Startup_5799,USA,Edtech,5,4.41,9.84,16.54,341,18.75,0,Operating,0
Startup_5800,Europe,Healthtech,0,40.63,54.72,31.6,157,15.22,0,Operating,3
Startup_5801,South America,Biotech,1,31.75,180.47,3.34,98,35.0,0,Closed,13
Startup_5802,USA,AI,2,38.9,14.18,0.04,142,8.45,0,Closed,7
Startup_5803,USA,Biotech,2,36.14,15.02,2.16,364,28.22,1,Operating,0
Startup_5804,Asia,Fintech,1,34.84,152.98,10.06,19,8.78,0,Operating,6
Startup_5805,Europe,Fintech,2,17.42,54.7,22.96,382,10.1,1,IPO,6
Startup_5806,Asia,Fintech,0,46.45,73.51,24.64,151,7.75,1,Operating,2
Startup_5807,Europe,Biotech,4,1.22,78.39,17.76,72,13.68,1,Operating,8
Startup_5808,Africa,Fintech,3,6.73,65.44,14.37,147,21.44,0,Operating,9
Startup_5809,Asia,SaaS,1,4.78,188.17,3.63,233,25.57,1,Closed,0
Startup_5810,Asia,Fintech,0,2.58,16.06,0.92,275,30.1,0,Operating,12
Startup_5811,South America,Healthtech,1,0.13,36.53,7.45,101,2.67,0,Operating,3
Startup_5812,Asia,E-commerce,1,10.3,54.54,4.08,439,22.98,1,Operating,7
Startup_5813,Europe,SaaS,1,25.75,61.42,1.37,17,11.31,1,Acquired,0
Startup_5814,South America,E-commerce,1,20.71,10.67,6.13,213,2.39,0,Operating,8
Startup_5815,Asia,Healthtech,6,21.06,104.18,7.46,471,25.34,1,Operating,13
Startup_5816,Asia,Healthtech,5,43.81,84.3,14.88,63,18.88,1,Operating,12
Startup_5817,Africa,Edtech,3,63.1,15.34,16.51,273,22.23,0,IPO,5
Startup_5818,Asia,SaaS,3,22.83,39.26,6.32,458,9.6,1,Acquired,5
Startup_5819,USA,E-commerce,4,1.77,17.46,25.35,61,2.8,0,Closed,10
Startup_5820,South America,Fintech,2,22.58,22.78,15.54,186,1.53,1,Operating,2
Startup_5821,USA,Healthtech,6,16.18,38.13,5.66,300,14.44,0,Acquired,14
Startup_5822,South America,Fintech,6,1.33,38.77,4.31,354,8.43,0,IPO,1
Startup_5823,Africa,E-commerce,1,5.94,37.97,3.83,104,24.31,0,Operating,12
Startup_5824,Asia,Biotech,2,5.43,39.29,6.23,291,17.55,0,Operating,2
Startup_5825,Asia,SaaS,4,29.64,50.55,4.01,441,14.44,1,IPO,2
Startup_5826,Asia,AI,2,8.47,0.79,6.33,273,11.92,0,IPO,12
Startup_5827,South America,Biotech,2,13.89,7.53,8.61,284,11.42,1,Operating,14
Startup_5828,Asia,Biotech,2,30.81,31.77,1.82,353,25.19,1,Operating,12
Startup_5829,USA,AI,3,55.14,61.62,15.99,60,8.69,1,Operating,4
Startup_5830,Asia,Healthtech,3,15.45,35.59,1.19,306,2.66,1,Closed,1
Startup_5831,Africa,Edtech,4,16.21,49.57,5.18,387,10.3,0,Operating,14
Startup_5832,USA,Fintech,0,2.02,176.5,1.81,262,19.38,0,Acquired,0
Startup_5833,Asia,Healthtech,2,13.64,65.48,3.62,314,19.27,1,Acquired,3
Startup_5834,Asia,Edtech,2,23.2,140.56,6.13,84,12.71,0,Acquired,14
Startup_5835,Europe,Fintech,2,4.19,0.96,13.81,464,6.29,1,Acquired,8
Startup_5836,South America,E-commerce,1,2.36,29.63,9.86,288,17.09,1,Operating,5
Startup_5837,USA,Biotech,6,39.8,21.89,4.47,350,15.86,1,Acquired,5
Startup_5838,Europe,Biotech,5,2.44,61.13,8.94,356,18.36,1,Closed,7
Startup_5839,Africa,AI,3,48.85,132.56,3.51,193,10.49,0,Operating,12
Startup_5840,South America,Edtech,0,6.39,2.06,18.23,366,35.3,1,Acquired,3
Startup_5841,USA,Fintech,4,8.01,2.95,6.6,200,6.96,0,Operating,4
Startup_5842,Asia,Healthtech,3,14.91,55.86,12.61,137,14.53,0,Operating,2
Startup_5843,USA,Fintech,2,4.17,21.24,3.74,21,10.79,0,IPO,2
Startup_5844,Asia,Healthtech,3,23.33,11.35,11.31,152,12.66,1,Closed,7
Startup_5845,South America,Biotech,2,14.84,154.74,26.14,172,13.55,0,Closed,4
Startup_5846,Asia,AI,3,58.42,0.71,1.14,97,24.04,0,Operating,0
Startup_5847,Africa,AI,5,48.43,16.01,8.93,477,28.52,0,IPO,6
Startup_5848,Asia,Fintech,6,29.37,20.15,6.95,86,0.87,1,Operating,13
Startup_5849,Africa,Fintech,0,4.09,76.34,7.79,410,51.16,0,Acquired,14
Startup_5850,South America,Healthtech,2,4.81,41.25,2.16,313,19.49,0,Closed,2
Startup_5851,South America,Healthtech,2,6.25,19.9,0.27,332,59.86,0,Operating,14
Startup_5852,USA,Edtech,3,35.93,9.3,0.74,172,19.86,0,Operating,11
Startup_5853,Africa,Biotech,1,20.88,12.29,3.34,435,15.47,0,Acquired,7
Startup_5854,Africa,Edtech,3,3.86,1.97,19.27,492,14.47,1,Closed,7
Startup_5855,Europe,Edtech,7,12.26,90.66,16.44,462,5.2,0,Acquired,3
Startup_5856,Europe,Fintech,2,73.7,6.23,53.86,213,18.55,0,Acquired,4
Startup_5857,Europe,SaaS,4,26.35,86.59,13.49,50,8.14,1,Closed,4
Startup_5858,Asia,SaaS,3,54.45,7.49,4.33,372,5.71,1,IPO,0
Startup_5859,Europe,SaaS,1,33.09,118.17,25.04,446,19.28,1,IPO,2
Startup_5860,Africa,SaaS,6,25.82,56.74,15.64,216,16.5,1,IPO,1
Startup_5861,Asia,Edtech,0,35.43,21.7,12.0,287,5.37,1,Operating,5
Startup_5862,South America,Fintech,2,23.59,24.94,7.68,6,22.59,1,Operating,10
Startup_5863,USA,SaaS,4,16.76,16.74,12.62,56,7.92,1,IPO,2
Startup_5864,Europe,AI,5,26.63,11.87,31.89,289,16.18,0,Operating,2
Startup_5865,South America,E-commerce,1,5.21,120.99,19.83,10,19.9,0,Acquired,12
Startup_5866,Africa,AI,1,13.48,10.19,2.16,152,12.99,1,Acquired,4
Startup_5867,USA,Fintech,3,60.48,9.68,1.03,489,34.94,1,Acquired,14
Startup_5868,South America,Fintech,5,33.07,22.33,0.17,471,17.79,0,Operating,2
Startup_5869,USA,E-commerce,2,52.16,207.76,12.48,335,10.47,0,Operating,14
Startup_5870,Europe,Healthtech,0,68.5,31.27,3.27,116,4.76,1,Acquired,12
Startup_5871,Africa,Healthtech,2,17.69,21.95,12.67,150,18.79,1,IPO,0
Startup_5872,USA,Healthtech,3,4.37,326.83,2.04,107,8.34,1,Operating,6
Startup_5873,South America,Edtech,3,27.02,67.36,5.74,26,12.29,1,Operating,11
Startup_5874,Europe,Healthtech,3,0.15,144.68,0.14,439,12.78,1,Operating,7
Startup_5875,Europe,Biotech,1,1.87,14.31,1.15,18,32.38,0,Acquired,3
Startup_5876,South America,Edtech,1,6.74,70.16,0.85,494,19.25,1,IPO,13
Startup_5877,South America,Edtech,3,0.31,110.66,15.63,381,18.28,0,Acquired,3
Startup_5878,USA,Healthtech,4,23.0,37.68,23.48,10,16.41,0,Operating,8
Startup_5879,Asia,Healthtech,5,33.92,27.57,1.92,281,26.89,1,Operating,10
Startup_5880,Europe,E-commerce,3,28.03,17.55,7.43,324,4.57,0,Operating,9
Startup_5881,USA,SaaS,1,3.12,41.88,1.63,268,25.63,0,Acquired,13
Startup_5882,South America,E-commerce,3,32.58,10.67,15.11,278,20.51,1,IPO,12
Startup_5883,USA,Edtech,3,35.26,28.27,17.19,410,23.52,1,Operating,9
Startup_5884,South America,E-commerce,4,2.03,57.37,15.38,202,5.57,0,Closed,10
Startup_5885,Africa,Edtech,3,13.56,52.83,2.9,123,9.24,0,Operating,8
Startup_5886,South America,Fintech,3,23.3,60.18,4.12,359,37.44,0,Operating,10
Startup_5887,South America,Edtech,2,10.44,44.16,2.34,186,3.15,1,IPO,10
Startup_5888,South America,Edtech,1,44.01,0.13,0.03,167,56.28,1,IPO,14
Startup_5889,Asia,E-commerce,4,15.06,1.35,0.67,370,15.14,1,Closed,4
Startup_5890,South America,SaaS,7,2.6,43.41,42.92,305,7.5,1,Operating,0
Startup_5891,Europe,Fintech,4,15.12,169.01,24.44,185,12.55,0,IPO,3
Startup_5892,Europe,AI,5,17.23,10.81,0.83,314,23.98,0,IPO,13
Startup_5893,USA,AI,6,61.42,63.18,6.19,189,17.88,1,Closed,11
Startup_5894,Asia,SaaS,4,10.96,28.39,36.72,77,2.03,0,Operating,1
Startup_5895,USA,AI,2,44.7,7.49,0.56,84,44.19,1,IPO,12
Startup_5896,Europe,Fintech,3,7.71,1.69,11.05,207,14.76,0,Closed,8
Startup_5897,Europe,Healthtech,1,12.04,62.48,1.13,52,22.32,0,Operating,8
Startup_5898,Africa,Fintech,1,22.5,7.77,4.28,473,6.43,0,IPO,3
Startup_5899,South America,E-commerce,3,43.34,17.72,0.48,302,36.25,0,Operating,5
Startup_5900,Europe,Biotech,3,29.75,25.66,9.12,283,26.76,0,IPO,11
Startup_5901,USA,Edtech,3,3.38,61.19,12.12,186,21.23,0,Operating,14
Startup_5902,USA,Edtech,4,4.31,24.52,0.42,66,18.39,0,Operating,0
Startup_5903,South America,E-commerce,0,1.41,24.41,7.01,190,4.46,1,IPO,4
Startup_5904,South America,E-commerce,4,19.43,79.05,3.55,433,7.16,1,Operating,7
Startup_5905,Africa,Biotech,6,11.61,0.35,12.35,216,15.43,0,Operating,1
Startup_5906,Asia,Biotech,2,41.72,70.09,7.14,341,20.0,0,IPO,5
Startup_5907,USA,Edtech,8,90.95,36.87,0.17,483,14.24,1,Acquired,8
Startup_5908,South America,Biotech,1,42.17,39.01,3.09,342,11.54,1,IPO,0
Startup_5909,USA,Biotech,4,0.95,21.2,6.68,289,20.63,0,Acquired,5
Startup_5910,South America,Biotech,3,57.78,4.85,1.01,436,18.71,0,Acquired,14
Startup_5911,Europe,SaaS,3,2.17,4.76,21.68,164,13.65,0,Acquired,11
Startup_5912,USA,Healthtech,5,11.86,20.84,22.69,396,14.78,0,Operating,6
Startup_5913,Europe,Biotech,3,7.06,63.72,1.19,54,38.8,0,Closed,6
Startup_5914,USA,Healthtech,2,3.4,111.12,21.48,397,13.61,0,Operating,0
Startup_5915,Asia,Healthtech,3,3.76,83.63,8.5,126,10.32,0,Acquired,8
Startup_5916,Africa,E-commerce,3,8.49,79.95,20.07,306,14.45,1,Operating,14
Startup_5917,Europe,Biotech,2,0.51,0.29,9.88,138,24.51,0,Operating,12
Startup_5918,South America,Edtech,2,1.34,10.64,24.88,329,26.93,0,Operating,0
Startup_5919,Asia,SaaS,2,25.05,145.1,6.16,433,6.12,0,IPO,0
Startup_5920,USA,Edtech,3,19.68,102.08,63.08,209,17.79,0,Acquired,12
Startup_5921,Europe,Biotech,6,2.09,6.78,19.49,157,3.64,0,Operating,6
Startup_5922,USA,Edtech,5,11.32,50.55,9.93,355,34.89,0,Operating,3
Startup_5923,USA,Biotech,2,18.72,28.38,4.98,230,17.24,0,Operating,13
Startup_5924,USA,SaaS,0,2.05,0.39,9.56,469,31.26,1,Acquired,7
Startup_5925,Africa,Fintech,5,71.51,80.51,13.06,61,4.67,0,Operating,5
Startup_5926,Africa,SaaS,1,37.74,143.35,4.2,158,15.66,1,IPO,13
Startup_5927,South America,Fintech,2,5.16,126.78,7.79,344,8.5,1,Closed,4
Startup_5928,Europe,AI,4,14.63,24.25,22.09,118,5.65,0,Operating,12
Startup_5929,Asia,Fintech,7,14.17,77.51,30.44,10,49.02,0,Operating,7
Startup_5930,Asia,Healthtech,1,8.14,34.46,9.63,100,25.0,1,Acquired,5
Startup_5931,Asia,Healthtech,2,28.51,195.57,1.63,485,12.41,0,Acquired,1
Startup_5932,USA,SaaS,2,21.48,165.23,14.58,63,8.4,0,Operating,3
Startup_5933,Africa,Healthtech,2,39.93,74.22,2.85,472,14.83,0,Operating,3
Startup_5934,Europe,Healthtech,2,0.1,31.87,0.67,499,21.24,0,Operating,5
Startup_5935,USA,AI,4,18.53,116.11,4.64,320,12.62,1,Operating,14
Startup_5936,Africa,Healthtech,3,98.56,12.68,3.13,15,2.93,1,Closed,0
Startup_5937,Africa,E-commerce,7,31.14,12.05,7.23,51,33.52,1,Operating,5
Startup_5938,Europe,E-commerce,2,8.44,40.85,0.02,312,2.2,0,Operating,7
Startup_5939,Europe,E-commerce,4,3.39,85.48,11.38,270,19.18,1,Operating,1
Startup_5940,Europe,Fintech,4,11.18,3.21,5.83,431,0.6,1,Operating,4
Startup_5941,USA,SaaS,6,11.04,76.79,3.0,171,0.67,0,Operating,9
Startup_5942,South America,SaaS,2,17.6,149.11,3.16,471,6.43,0,IPO,13
Startup_5943,Europe,Edtech,3,1.37,39.48,0.43,415,42.71,0,IPO,14
Startup_5944,South America,AI,3,9.79,12.01,2.52,428,18.7,1,Acquired,13
Startup_5945,USA,E-commerce,1,38.59,49.94,1.26,486,23.09,0,IPO,14
Startup_5946,South America,E-commerce,1,20.64,10.96,5.74,296,3.3,1,Acquired,7
Startup_5947,Asia,Healthtech,1,11.41,24.75,6.82,380,26.21,0,Closed,7
Startup_5948,South America,E-commerce,0,7.43,60.14,17.34,152,36.7,0,Acquired,2
Startup_5949,Europe,Healthtech,0,6.56,24.01,8.34,50,0.89,0,Operating,2
Startup_5950,USA,Healthtech,5,27.6,33.12,8.85,73,18.6,1,Closed,4
Startup_5951,Europe,Edtech,4,11.2,39.4,1.02,78,18.73,1,Operating,10
Startup_5952,Asia,Fintech,0,5.65,20.73,4.32,67,20.97,0,Operating,5
Startup_5953,Europe,Healthtech,4,33.5,3.97,15.92,164,9.61,0,Closed,12
Startup_5954,Europe,Healthtech,1,6.17,35.76,8.78,172,23.0,1,Operating,4
Startup_5955,Europe,SaaS,3,1.33,33.45,4.71,172,23.19,0,IPO,4
Startup_5956,Africa,Edtech,2,15.89,27.8,5.64,96,10.99,0,Acquired,7
Startup_5957,Asia,Healthtech,3,6.54,10.2,1.23,417,11.49,1,Operating,3
Startup_5958,Europe,AI,4,0.1,2.69,0.27,282,6.5,0,IPO,11
Startup_5959,Europe,Fintech,2,13.93,87.62,1.56,461,21.56,0,Closed,6
Startup_5960,Europe,AI,3,44.99,38.0,3.52,326,16.24,1,Acquired,12
Startup_5961,USA,E-commerce,1,20.66,196.33,3.33,209,9.8,1,Operating,7
Startup_5962,Africa,Fintech,0,0.37,190.44,12.15,295,10.6,1,Operating,11
Startup_5963,USA,E-commerce,2,9.52,43.38,1.75,31,22.19,1,Operating,11
